NAME	B cells	Ductal cells 1	Myeloid & Macrophage	T and NK cells	Perivascular cells	Acinar cells	Activated DC	Fenestrated EC	Mast cells	pDCs	Plasma cells	myCAF	ICAF
SIGLEC10	11.985 	1.000 	15.540 	1.004 	1.000 	3.654 	1.000 	1.000 	13.439 	1.759 	2.079 	1.000 	1.000 
SLA2	1.001 	1.000 	1.000 	13.793 	1.000 	3.449 	2.058 	1.112 	3.489 	22.115 	1.937 	1.000 	1.000 
SLC12A3	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	9.146 	1.000 	1.000 	13.434 	1.000 	1.000 	1.000 
SLC18A2	1.037 	1.000 	1.000 	1.047 	1.000 	1.013 	1.000 	1.000 	98.424 	1.001 	1.000 	1.000 	1.000 
SLC2A5	3.532 	4.051 	3.404 	1.000 	1.000 	1.000 	2.160 	1.000 	1.000 	1.000 	10.859 	1.000 	1.000 
SLC30A2	1.000 	1.000 	1.000 	1.000 	1.000 	19.912 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
SLC32A1	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	14.200 	1.000 	1.000 	1.000 
SLC39A5	1.000 	7.813 	1.000 	1.000 	1.000 	32.301 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
SLC44A4	1.000 	46.633 	1.000 	1.000 	1.000 	7.045 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
SLC7A11	1.000 	7.719 	1.000 	1.000 	1.000 	1.000 	13.662 	1.112 	1.000 	8.286 	1.000 	1.000 	1.000 
SLCO2A1	1.191 	1.002 	1.003 	1.256 	1.000 	1.107 	1.022 	60.644 	1.185 	1.044 	1.020 	1.000 	1.000 
SMIM22	1.000 	107.276 	1.000 	1.000 	1.000 	74.508 	1.000 	1.000 	3.815 	1.000 	1.988 	1.000 	1.000 
SMIM5	1.006 	12.015 	1.000 	1.016 	1.000 	1.000 	1.000 	1.000 	1.006 	19.852 	2.045 	1.000 	1.000 
SMPD3	1.000 	3.840 	1.000 	1.000 	1.000 	1.000 	2.776 	1.000 	1.000 	76.265 	1.217 	1.000 	1.000 
SMPDL3B	1.000 	3.851 	1.000 	1.000 	1.000 	9.531 	1.000 	1.000 	1.000 	1.000 	15.252 	1.000 	1.000 
SNX22	9.760 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.779 	1.000 	1.964 	1.000 	1.000 	1.000 
SOX17	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	45.901 	1.000 	1.000 	1.000 	1.000 	1.000 
SOX18	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	32.729 	1.000 	1.000 	1.000 	1.000 	1.000 
SOX7	1.056 	2.214 	1.000 	1.063 	1.000 	1.025 	1.001 	18.852 	1.052 	1.005 	1.000 	1.000 	1.000 
SPIB	38.702 	1.000 	4.000 	1.091 	1.000 	1.048 	29.215 	1.000 	2.861 	57.684 	1.625 	1.000 	1.000 
SPINK2	1.000 	1.000 	1.000 	3.600 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	8.462 	1.000 	1.000 
SVOPL	1.037 	1.000 	1.000 	1.047 	1.000 	1.013 	1.000 	1.000 	27.238 	1.001 	1.000 	1.000 	1.000 
SYTL1	19.685 	12.954 	2.861 	16.386 	1.000 	16.794 	1.006 	1.919 	1.139 	2.030 	28.174 	1.000 	1.000 
SYTL3	1.126 	1.189 	4.335 	24.124 	1.000 	1.738 	4.202 	1.470 	30.721 	3.344 	4.538 	1.000 	1.000 
TAL1	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	7.462 	22.053 	1.000 	1.000 	1.000 	1.000 
TAS1R3	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	8.257 	1.000 	1.000 
TBC1D10C	41.273 	1.116 	7.170 	57.631 	1.405 	6.229 	1.000 	3.766 	7.654 	8.917 	12.792 	1.000 	1.000 
TBC1D8	1.097 	1.835 	1.590 	1.151 	1.000 	1.712 	14.355 	1.120 	1.089 	10.900 	1.005 	1.000 	1.000 
TCL1A	61.963 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	113.319 	1.984 	1.000 	1.000 
TCTEX1D1	1.000 	1.000 	1.442 	1.000 	1.000 	1.000 	1.000 	4.870 	14.301 	1.000 	1.000 	1.000 	1.000 
TEK	1.099 	1.000 	1.000 	1.134 	1.000 	1.056 	1.008 	19.377 	1.096 	1.025 	1.005 	1.000 	1.000 
TESPA1	3.443 	1.000 	1.201 	9.293 	1.000 	1.059 	2.179 	1.000 	33.865 	2.038 	1.017 	1.000 	1.000 
TFF1	1.000 	171.096 	1.859 	1.000 	1.688 	1.000 	3.637 	1.000 	1.000 	1.000 	4.666 	1.000 	1.000 
THEMIS	1.000 	1.000 	1.000 	10.682 	1.000 	1.000 	1.000 	1.111 	2.357 	1.000 	1.000 	1.000 	1.000 
TIFAB	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	18.792 	1.000 	1.000 	3.999 	1.000 	1.000 	1.000 
TIGIT	2.928 	1.000 	1.000 	39.993 	1.000 	5.486 	1.000 	2.131 	4.345 	1.000 	2.158 	1.000 	1.000 
TLR10	22.919 	1.000 	5.131 	1.000 	1.000 	1.000 	1.684 	1.000 	1.000 	4.337 	1.000 	1.000 	1.000 
TM4SF5	1.000 	30.455 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
TM6SF1	1.007 	1.000 	20.883 	1.014 	1.000 	3.576 	8.787 	8.415 	17.010 	1.899 	3.635 	1.000 	1.000 
TMCC3	1.056 	1.921 	5.781 	1.065 	1.813 	1.036 	25.090 	10.607 	1.049 	3.409 	1.607 	1.000 	1.000 
TMED6	1.000 	1.000 	1.000 	1.000 	1.000 	28.245 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
TMEM125	1.000 	11.888 	1.000 	1.000 	1.000 	20.705 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
TMEM156	21.577 	1.000 	3.440 	8.232 	1.000 	2.999 	1.000 	1.000 	1.000 	1.987 	13.844 	1.000 	1.000 
TMEM45B	1.000 	17.254 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
TMEM52	1.000 	1.000 	1.000 	1.000 	1.000 	24.764 	1.000 	1.000 	1.000 	1.000 	6.069 	1.000 	1.000 
TMIGD2	1.062 	1.000 	1.000 	8.798 	1.000 	1.042 	3.372 	1.000 	1.100 	17.672 	1.001 	1.000 	1.000 
TMPRSS4	1.000 	20.276 	1.000 	1.000 	1.000 	1.000 	2.123 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
TNFRSF13B	33.561 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	14.759 	1.000 	1.000 
TNFRSF13C	14.543 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	5.588 	1.000 	1.000 
TNFRSF17	5.485 	1.000 	1.001 	1.184 	1.000 	1.066 	1.016 	1.000 	1.119 	6.064 	90.800 	1.000 	1.000 
TNFRSF25	1.194 	1.406 	1.004 	26.799 	1.000 	2.955 	1.886 	4.936 	1.138 	1.045 	2.562 	1.000 	1.000 
TPD52	36.857 	26.810 	5.872 	11.223 	1.000 	14.039 	15.212 	4.849 	1.000 	7.225 	65.632 	1.000 	1.000 
TPSAB1	1.000 	1.304 	1.916 	1.000 	1.000 	1.000 	1.642 	4.215 	523.177 	1.000 	2.529 	1.000 	1.000 
TPSD1	1.003 	1.000 	1.000 	1.007 	1.000 	1.000 	1.000 	1.000 	41.992 	1.000 	1.000 	1.000 	1.000 
TPSG1	1.003 	1.000 	1.000 	1.008 	1.000 	1.000 	1.000 	1.000 	10.382 	1.000 	1.000 	1.000 	1.000 
TREML1	1.059 	1.000 	1.000 	1.073 	1.000 	1.032 	37.625 	1.000 	1.058 	1.008 	1.001 	1.000 	1.000 
TSPAN1	1.000 	82.676 	1.000 	1.000 	1.000 	1.000 	2.873 	1.270 	4.550 	3.793 	2.098 	1.000 	1.000 
TSPAN32	1.008 	1.000 	1.797 	6.172 	1.000 	1.001 	1.000 	1.000 	13.229 	1.677 	1.987 	1.000 	1.000 
TSPAN33	3.525 	1.000 	2.722 	1.021 	1.000 	4.382 	24.052 	1.000 	3.535 	2.702 	1.000 	1.000 	1.000 
U47924.27	1.000 	4.550 	1.000 	1.000 	1.000 	12.914 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
UBASH3A	1.160 	1.000 	1.001 	10.137 	1.000 	1.074 	1.020 	1.400 	1.155 	1.039 	1.019 	1.000 	1.000 
UBD	1.064 	2.068 	1.000 	1.081 	1.000 	4.897 	15.665 	1.000 	1.062 	1.013 	1.001 	1.000 	1.000 
UNC13D	6.193 	6.623 	6.651 	12.161 	1.384 	3.009 	7.219 	2.140 	26.349 	4.272 	7.349 	1.000 	1.000 
UNC5CL	1.000 	3.245 	1.000 	1.000 	1.000 	18.285 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
USH1C	1.000 	15.634 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
UTS2	1.213 	1.000 	1.003 	1.317 	1.000 	1.074 	1.027 	1.000 	10.771 	1.046 	1.022 	1.000 	1.000 
VNN1	1.000 	31.585 	4.141 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
VSIG2	1.000 	69.709 	1.000 	1.000 	1.000 	1.000 	2.121 	1.926 	4.194 	1.000 	1.000 	1.000 	1.000 
VWF	1.261 	1.000 	1.008 	1.320 	1.001 	1.124 	1.036 	122.110 	1.258 	1.054 	1.038 	1.000 	1.000 
WNT10A	3.281 	1.008 	1.000 	5.528 	1.000 	2.043 	1.000 	1.000 	1.000 	16.012 	13.224 	1.000 	1.000 
XCL1	1.008 	1.000 	1.000 	23.849 	1.000 	1.002 	1.000 	1.000 	1.007 	1.000 	1.000 	1.000 	1.000 
XCL2	1.008 	1.000 	1.000 	25.386 	1.000 	1.002 	1.000 	1.000 	1.007 	1.000 	1.998 	1.000 	1.000 
ZBP1	5.646 	1.000 	1.000 	7.094 	1.000 	1.000 	1.000 	1.000 	5.173 	1.000 	35.646 	1.000 	1.000 
ZBTB32	4.537 	1.000 	1.003 	1.362 	1.001 	1.114 	1.031 	1.000 	15.249 	1.049 	2.177 	1.000 	1.000 
ZFAT	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	2.780 	1.000 	1.000 	25.332 	3.937 	1.000 	1.000 
ZNF215	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	7.687 	1.000 	1.000 
ZNF683	1.000 	1.000 	1.000 	21.874 	1.000 	4.885 	1.000 	1.000 	1.000 	1.000 	2.003 	1.000 	1.000 
