NAME	Neutrophils	Monocytes	MEP	CD4+ T-cells	NK cells	naive B-cells	HSC	MPP	CLP	GMP	Macrophages	CD8+ T-cells	Erythrocytes	Megakaryocytes	CMP	Macrophages M1	Macrophages M2	Endothelial cells	Plasma cells	Chondrocytes	Fibroblasts	Smooth muscle	Epithelial cells	Melanocytes	Skeletal muscle	Keratinocytes	mv Endothelial cells	Myocytes	Adipocytes	Neurons	Pericytes	Preadipocytes	Astrocytes	Mesangial cells
SEMA3C	6.200 	6.946 	4.837 	1.000 	1.000 	1.000 	2.580 	4.276 	1.000 	1.000 	21.305 	1.000 	1.000 	2.699 	1.520 	20.880 	49.868 	1.000 	1.000 	425.037 	68.610 	96.081 	56.538 	75.333 	24.583 	82.830 	1.000 	125.546 	54.340 	1.000 	91.949 	82.454 	216.652 	56.034 
SEMA6B	1.000 	4.623 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	34.728 	1.000 	1.000 	1.000 	1.471 	1.521 	1.455 	46.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	76.553 	2.523 	1.108 	1.000 	1.000 	1.000 	1.000 	1.019 
SEPP1	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	12.890 	5.972 	1.000 	1.000 	65.424 	1.000 	1.000 	3.338 	1.375 	4.848 	1.000 	1.635 	1.000 	133.730 	18.639 	15.392 	2.621 	1.000 	118.717 	6.581 	10.316 	17.427 	521.521 	8.085 	2.291 	19.718 	1.783 	1.000 
SERINC2	1.001 	1.796 	1.000 	1.000 	1.000 	1.000 	1.007 	1.000 	1.000 	1.000 	6.354 	1.000 	1.000 	1.000 	1.000 	5.014 	12.386 	2.453 	1.000 	1.101 	4.471 	1.469 	19.453 	1.464 	11.851 	191.817 	2.924 	15.866 	1.194 	2.255 	9.938 	6.190 	10.791 	29.369 
SERPI01	656.796 	290.591 	1.156 	1.001 	1.004 	1.008 	1.302 	1.898 	1.262 	1.015 	25.799 	3.416 	1.129 	1.017 	5.279 	48.314 	1.000 	1.000 	1.007 	16.959 	1.000 	1.000 	1.374 	1.000 	1.006 	4.311 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	2.305 	2.376 
SERPINB1	177.313 	145.891 	429.052 	25.121 	49.704 	19.051 	255.215 	460.645 	305.173 	451.651 	63.850 	56.502 	41.031 	212.670 	408.325 	42.092 	28.079 	7.753 	15.176 	21.181 	6.865 	4.021 	16.888 	5.415 	6.910 	43.756 	24.541 	5.476 	13.586 	3.515 	11.093 	6.512 	4.099 	3.608 
SERPINB2	1.521 	105.821 	1.007 	1.000 	1.001 	1.003 	1.220 	1.010 	1.157 	1.015 	25.202 	1.000 	1.093 	1.000 	112.775 	1.000 	1.000 	1.000 	1.002 	1.000 	1.737 	1.000 	1.204 	1.000 	1.001 	24.625 	1.000 	1.000 	1.000 	1.000 	89.174 	1.120 	1.000 	1.000 
SERPINB5	1.426 	1.000 	1.007 	1.000 	1.001 	1.003 	1.810 	1.010 	3.657 	1.007 	1.000 	1.000 	1.043 	1.009 	1.000 	1.000 	1.000 	1.000 	1.002 	1.000 	1.000 	1.000 	1.000 	1.000 	1.001 	213.177 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
SERPINE1	1.389 	1.010 	1.006 	1.000 	1.001 	1.002 	1.200 	2.122 	3.555 	3.037 	3.364 	1.000 	1.313 	15.534 	1.416 	14.421 	3.318 	714.330 	1.002 	77.160 	454.529 	176.480 	109.696 	1.100 	3.503 	152.601 	897.633 	1151.578 	7.101 	1.000 	1168.382 	217.035 	144.976 	1204.415 
SERPINE2	1.387 	1.000 	7.890 	2.663 	2.216 	1.002 	8.107 	9.579 	9.097 	5.435 	1.000 	3.764 	6.657 	38.921 	1.000 	1.000 	1.000 	2.538 	1.002 	432.200 	102.409 	206.170 	26.574 	58.137 	1.001 	97.689 	3.121 	139.177 	1.852 	27.618 	210.493 	215.213 	164.238 	19.327 
SERPINF1	1.427 	9.152 	10.639 	1.594 	1.001 	8.460 	7.213 	8.178 	8.532 	10.489 	3.830 	47.660 	4.292 	3.263 	2.009 	9.182 	1.000 	1.000 	3.919 	2.590 	129.566 	44.094 	3.287 	40.159 	258.501 	1.527 	1.000 	135.451 	563.827 	3.343 	126.182 	91.685 	70.272 	33.262 
SERPING1	7.772 	2.305 	44.378 	1.000 	1.001 	1.002 	167.981 	95.918 	63.834 	83.716 	1.035 	1.000 	8.250 	19.333 	5.244 	4.717 	1.000 	1.000 	1.002 	7.227 	38.172 	2.299 	1.178 	1.719 	41.056 	8.625 	1.000 	8.732 	325.304 	5.273 	3.088 	13.072 	2.518 	6.399 
SERPINH1	1.401 	1.007 	5.130 	2.321 	2.767 	1.002 	2.001 	3.597 	4.882 	4.886 	6.738 	1.743 	4.197 	4.564 	1.608 	5.827 	9.889 	201.495 	4.286 	461.330 	666.948 	620.415 	199.629 	154.517 	18.326 	249.547 	271.931 	395.596 	98.637 	2.421 	1005.021 	386.201 	1775.488 	387.015 
SERPINI1	1.410 	1.000 	14.483 	1.650 	4.930 	8.039 	17.947 	20.455 	4.141 	7.727 	1.076 	2.119 	7.501 	23.908 	1.000 	1.518 	2.477 	1.000 	7.111 	2.426 	1.106 	1.200 	1.000 	1.247 	1.002 	1.119 	1.000 	1.113 	1.000 	223.384 	1.052 	1.000 	1.000 	1.000 
SEZ6L	1.011 	1.000 	1.000 	1.000 	1.000 	1.000 	1.066 	1.000 	1.001 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	103.901 	1.000 	1.000 	1.000 	1.000 
SFN	8.876 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	82.937 	1.000 	1.000 	731.797 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	13.908 
SFRP1	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.473 	1.000 	5.620 	24.021 	100.209 	9.628 	1.000 	1.000 	41.006 	1.000 	7.658 	7.888 	1.000 	11.583 	3.498 	23.779 	3.699 
SFRP4	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	2.414 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	13.139 	1.000 	2.669 	1.000 	1.000 	1.000 	1.000 	1.000 	38.818 	2.171 	1.000 	1.000 	1.000 	29.367 	5.735 
SGCA	1.879 	1.008 	1.045 	1.005 	1.013 	1.324 	1.839 	1.064 	1.473 	1.045 	1.000 	1.002 	1.235 	1.003 	1.000 	1.001 	1.002 	1.000 	1.020 	2.686 	1.000 	1.001 	1.000 	1.000 	116.027 	1.000 	1.000 	61.654 	1.000 	1.002 	1.384 	1.001 	1.000 	1.000 
SH2D1B	1.866 	1.760 	1.043 	1.004 	187.908 	1.022 	1.445 	1.060 	4.172 	1.043 	1.000 	1.002 	1.227 	1.003 	1.000 	1.001 	1.002 	1.000 	1.019 	1.000 	1.000 	1.000 	1.000 	1.000 	1.012 	1.000 	1.000 	1.000 	1.000 	1.006 	1.001 	1.001 	1.000 	1.000 
SH3GL2	2.915 	1.133 	1.418 	1.090 	1.198 	1.267 	2.096 	1.486 	2.282 	1.424 	1.011 	1.060 	1.886 	1.085 	1.023 	1.033 	1.047 	1.012 	1.258 	1.001 	1.007 	1.008 	1.009 	1.023 	1.173 	1.005 	1.013 	1.009 	1.000 	128.829 	1.029 	1.036 	1.003 	1.001 
SHISA2	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	8.927 	5.118 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.259 	1.000 	1.000 	1.000 	1.000 	6.799 	2.830 	1.505 	2.127 	1.000 	15.187 	1.000 	8.766 	1.000 	1.000 	2.990 	47.822 
SLAMF7	1.038 	8.026 	1.000 	1.000 	80.162 	1.530 	1.016 	1.000 	1.005 	1.000 	47.038 	1.000 	1.001 	1.000 	1.000 	153.882 	56.223 	1.000 	370.100 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
SLAMF8	1.028 	1.000 	1.000 	1.000 	1.000 	1.000 	1.016 	1.000 	1.005 	1.000 	61.039 	1.000 	1.001 	1.000 	1.000 	59.388 	4.796 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	2.640 	1.000 	1.000 	1.000 	1.000 	1.000 
SLC11A1	437.958 	165.923 	1.751 	1.000 	1.000 	1.000 	1.000 	1.169 	1.000 	1.000 	56.028 	1.000 	1.426 	1.000 	1.274 	61.321 	3.792 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	26.493 	1.000 	1.000 	1.000 	1.000 	1.000 
SLC12A5	1.000 	1.000 	5.558 	1.000 	1.000 	1.000 	3.056 	1.955 	1.000 	1.000 	1.360 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	146.399 	1.000 	1.000 	1.000 	1.034 
SLC12A8	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.269 	1.000 	1.000 	1.000 	1.000 	1.394 	1.000 	1.000 	2.189 	1.000 	2.322 	2.565 	4.449 	1.000 	1.000 	4.590 	1.000 	2.079 	1.000 	1.509 	39.720 	1.000 	136.069 	6.990 
SLC15A3	102.578 	85.659 	1.000 	3.042 	1.000 	29.404 	1.000 	1.000 	1.000 	1.000 	149.277 	1.000 	1.000 	1.000 	1.000 	201.744 	533.368 	2.012 	25.222 	2.964 	2.776 	2.962 	1.000 	4.196 	2.585 	1.172 	3.035 	2.114 	7.587 	1.000 	4.489 	2.045 	1.000 	1.000 
SLC16A6	14.998 	18.878 	1.000 	2.376 	7.319 	1.000 	1.000 	1.000 	1.000 	1.000 	7.087 	1.314 	1.000 	1.000 	1.000 	4.212 	1.000 	1.000 	2.140 	1.000 	1.000 	1.000 	1.000 	408.089 	1.000 	1.000 	1.000 	1.037 	1.000 	3.842 	23.856 	1.000 	1.000 	1.000 
SLC17A9	1.000 	3.089 	4.796 	1.447 	2.931 	14.369 	6.760 	2.356 	1.057 	4.011 	11.154 	3.341 	1.000 	1.000 	7.293 	16.939 	19.729 	2.922 	340.097 	1.488 	2.605 	3.809 	1.891 	1.000 	1.000 	1.000 	3.538 	1.906 	1.000 	1.000 	9.916 	3.262 	1.874 	9.340 
SLC19A3	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.008 	1.000 	1.427 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	2.235 	1.000 	1.000 	1.000 	1.609 	1.000 	1.442 	1.000 	1.000 	158.021 	1.000 	1.000 	1.000 	1.000 	1.000 
SLC1A3	1.000 	2.463 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	3.741 	74.028 	1.000 	1.000 	1.000 	1.381 	114.282 	34.594 	1.000 	1.000 	1.000 	1.195 	1.098 	1.218 	2.087 	9.870 	4.063 	1.000 	7.246 	69.862 	108.338 	5.986 	4.232 	1.815 	1.000 
SLC1A4	1.000 	2.519 	3.495 	1.000 	3.283 	1.483 	3.380 	1.000 	3.065 	4.619 	10.829 	1.782 	3.842 	5.124 	16.468 	41.701 	20.646 	3.616 	95.697 	27.361 	5.816 	5.220 	6.007 	221.236 	4.291 	22.120 	3.237 	4.607 	1.432 	5.371 	10.074 	1.202 	3.099 	10.931 
SLC1A6	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.786 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	238.447 	1.000 	1.000 	1.000 	1.000 
SLC24A2	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.249 	1.000 	132.434 	1.000 	1.000 	1.000 	1.000 
SLC24A5	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	458.600 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
SLC2A1	9.149 	6.006 	15.287 	10.691 	23.798 	100.929 	1.000 	4.274 	1.000 	3.875 	1.883 	12.288 	27.850 	5.476 	5.911 	4.132 	3.794 	13.191 	6.177 	37.513 	74.768 	48.303 	502.500 	24.668 	6.180 	276.526 	19.491 	127.955 	7.785 	4.740 	96.533 	17.982 	128.585 	201.197 
SLC37A2	1.000 	18.156 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	120.087 	1.000 	1.000 	1.000 	1.202 	40.229 	117.379 	1.000 	1.000 	1.000 	1.000 	1.000 	1.038 	1.095 	1.000 	12.231 	1.076 	1.000 	5.009 	1.000 	1.966 	1.084 	1.000 	1.000 
SLC39A4	1.000 	2.344 	81.581 	1.484 	2.335 	2.136 	19.150 	22.139 	17.995 	26.045 	1.886 	1.851 	21.659 	14.739 	2.010 	3.361 	2.368 	1.038 	15.336 	1.000 	1.387 	1.072 	4.941 	1.472 	1.555 	8.939 	1.155 	1.148 	1.054 	1.000 	1.374 	1.130 	3.167 	10.630 
SLC45A2	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	144.671 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
SLC4A1	1.000 	1.702 	1.000 	1.000 	1.000 	1.000 	1.000 	1.728 	1.000 	1.000 	1.000 	1.000 	132.593 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
SLC4A10	1.145 	1.000 	1.000 	1.000 	1.000 	1.000 	1.077 	1.001 	1.028 	1.000 	1.000 	1.000 	1.009 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	100.519 	1.000 	1.000 	1.000 	1.000 
SLC6A15	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.191 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.163 	4.685 	3.564 	24.826 	1.000 	15.877 	1.201 	1.000 	1.000 	34.766 	1.612 	65.235 	1.000 	1.000 
SLC7A5	4.385 	10.116 	3.760 	1.516 	2.188 	2.129 	3.770 	3.796 	4.044 	4.581 	3.667 	2.639 	10.037 	6.881 	3.253 	3.182 	1.331 	2.520 	40.020 	11.380 	26.092 	6.954 	64.486 	209.170 	3.229 	410.332 	7.549 	28.175 	1.029 	1.211 	35.335 	5.758 	16.634 	108.559 
SLCO2B1	1.004 	1.000 	1.000 	1.000 	1.000 	1.000 	1.002 	1.000 	1.000 	1.000 	84.719 	1.000 	5.306 	15.637 	1.000 	30.659 	67.724 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.884 	2.648 	1.000 	1.000 	1.000 	36.644 	1.000 	1.000 	1.000 	1.000 	5.263 
SLN	1.001 	1.000 	1.000 	1.000 	1.000 	1.000 	1.001 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1118.054 	1.000 	1.000 	23.419 	1.000 	1.723 	1.000 	1.000 	1.000 	1.000 
SMOC2	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	59.906 	1.000 	1.000 	1.000 	1.000 	9.503 	1.000 	1.000 	1.628 	16.444 	1.224 	1.000 	1.000 	1.000 	1.000 
SMPX	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	96.556 	1.000 	1.000 	17.524 	1.000 	187.015 	1.000 	1.000 	1.000 	1.000 
SMTNL2	1.188 	1.000 	1.001 	1.000 	1.000 	1.000 	1.098 	1.001 	1.040 	1.001 	1.000 	1.000 	1.012 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	150.359 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	3.291 
SNCG	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	25.731 	1.000 	4.948 	2.319 	3.118 	2.274 	1.000 	1.000 	1.371 	33.257 	6.405 	89.291 	1262.652 	1.251 	4.874 	4.533 	1.701 
SNED1	1.023 	1.231 	1.003 	3.011 	1.000 	2.052 	1.126 	1.001 	1.004 	1.000 	1.000 	2.086 	1.000 	1.000 	1.000 	1.000 	2.124 	6.817 	3.639 	20.291 	13.576 	13.030 	1.000 	1.428 	13.602 	1.000 	3.868 	3.731 	12.047 	1.000 	2.410 	158.038 	4.405 	1.392 
SNHG15	4.570 	76.879 	244.094 	32.552 	21.095 	39.999 	180.868 	158.987 	125.979 	262.826 	5.778 	154.960 	36.985 	33.709 	14.773 	10.825 	2.291 	4.693 	25.283 	1.544 	6.227 	2.966 	7.361 	5.372 	2.297 	14.007 	6.338 	8.984 	8.513 	30.549 	4.281 	6.002 	6.754 	9.879 
SNORA10	377.736 	440.023 	1.000 	306.813 	1506.330 	2094.515 	1.000 	1.000 	1.000 	1.000 	75.090 	428.860 	1.000 	1.000 	350.596 	849.401 	63.389 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
SNORA11B	38.390 	102.097 	1.000 	7.210 	402.914 	569.673 	1.000 	1.000 	1.000 	1.000 	1.147 	55.640 	1.000 	1.000 	21.659 	197.900 	3.379 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
SNORA11D	1.000 	1.000 	1.000 	1.000 	16.762 	364.939 	1.000 	1.000 	1.000 	1.000 	1.000 	27.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
SNORA11E	1.000 	1.000 	1.000 	1.000 	16.756 	362.873 	1.000 	1.000 	1.000 	1.000 	1.000 	26.989 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
SNORA13	82.000 	72.101 	1.000 	41.006 	548.743 	626.241 	1.000 	1.000 	1.000 	1.000 	1.298 	56.140 	1.000 	1.000 	44.649 	142.245 	13.867 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
SNORA14A	27.412 	50.088 	1.000 	33.084 	346.762 	416.538 	1.000 	1.000 	1.000 	1.000 	5.085 	60.534 	1.000 	1.000 	45.571 	108.007 	23.544 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
SNORA14B	93.277 	256.030 	1.000 	171.262 	1359.285 	1601.564 	1.000 	1.000 	1.000 	1.000 	53.654 	201.035 	1.000 	1.000 	112.405 	342.422 	5.619 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
SNORA15	35.312 	48.989 	1.000 	17.046 	508.648 	828.838 	1.000 	1.000 	1.000 	1.000 	1.000 	23.787 	1.000 	1.000 	13.602 	147.976 	1.524 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
SNORA20	1150.753 	1683.743 	1.000 	1133.988 	7112.652 	6102.073 	1.000 	1.000 	1.000 	1.000 	49.087 	1008.882 	1.000 	1.000 	918.335 	2385.294 	85.062 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
SNORA21	352.857 	250.384 	1.000 	184.007 	1102.708 	1707.457 	1.000 	1.000 	1.000 	1.000 	21.694 	354.925 	1.000 	1.000 	274.514 	1074.658 	54.567 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
SNORA23	1133.988 	997.020 	1.000 	626.031 	2119.621 	2555.606 	1.000 	1.000 	1.000 	1.000 	65.402 	718.434 	1.000 	1.000 	1564.718 	1380.380 	227.944 	89.441 	1.000 	1.000 	1.000 	34.964 	1.000 	1.000 	1.000 	1.000 	47.075 	797.282 	1.000 	1.000 	718.390 	1.000 	1.000 	1.000 
SNORA28	110.379 	137.699 	1.000 	50.060 	757.339 	939.658 	1.000 	1.000 	1.000 	1.000 	6.611 	131.566 	1.000 	1.000 	115.652 	357.112 	25.607 	1.000 	1.261 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.993 	1.000 	1.000 	1.000 	1.000 
SNORA2A	120.168 	87.326 	1.000 	68.199 	377.736 	537.107 	1.000 	1.000 	1.000 	1.000 	6.848 	119.755 	1.000 	1.000 	132.080 	187.908 	18.509 	1.000 	1.707 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
SNORA2B	23.693 	13.219 	1.000 	21.026 	173.097 	353.366 	1.000 	1.000 	1.000 	1.000 	1.000 	26.303 	1.000 	1.000 	28.475 	83.115 	4.815 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
SNORA34	2009.887 	933.183 	1.000 	670.285 	2468.107 	2351.176 	1.000 	1.000 	1.000 	1.000 	116.209 	757.339 	1.000 	1.000 	2385.294 	1593.564 	150.755 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
SNORA36A	10.553 	6.589 	1.000 	7.828 	143.124 	596.333 	1.002 	1.000 	1.000 	1.000 	1.301 	21.489 	1.000 	1.000 	1.000 	93.013 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.470 	1.000 	1.000 	1.000 	1.000 
SNORA37	796.736 	1296.543 	1.000 	441.174 	2066.408 	3013.133 	1.000 	1.000 	1.000 	1.000 	88.541 	484.125 	1.000 	1.000 	496.128 	2066.408 	123.190 	1.000 	1.244 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
SNORA38	1033.929 	539.518 	1.000 	346.762 	1628.908 	1536.906 	1.000 	1.000 	1.000 	1.000 	2.037 	441.174 	1.000 	1.000 	876.927 	733.902 	35.987 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
SNORA38B	451.651 	389.757 	1.000 	614.187 	2385.294 	2206.283 	1.002 	1.000 	1.000 	1.000 	4.230 	553.874 	1.000 	1.000 	402.914 	526.068 	32.645 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
SNORA41	14.887 	28.387 	1.000 	1.000 	147.976 	346.566 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	34.671 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
SNORA47	290.686 	541.448 	1.000 	234.549 	313.064 	359.581 	1.000 	1.000 	1.000 	1.000 	52.098 	539.696 	1.000 	1.000 	703.933 	350.596 	112.709 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
SNORA49	2385.294 	1409.937 	1.000 	1776.093 	2577.857 	2930.196 	1.000 	1.000 	1.000 	1.000 	154.309 	1537.151 	1.000 	1.000 	2468.107 	1734.667 	435.163 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
SNORA52	1564.718 	746.991 	1.000 	780.022 	2119.621 	2314.504 	1.000 	1.000 	1.000 	1.000 	22.734 	1021.539 	1.000 	1.000 	1955.558 	1593.564 	317.728 	1.000 	1.655 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
SNORA54	3621.075 	1275.969 	1.000 	30131.166 	5440.122 	4078.566 	1.000 	1.000 	1.000 	1.000 	214.878 	30131.166 	1.000 	1.000 	4935.638 	1564.718 	890.915 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
SNORA55	44.422 	111.476 	1.000 	11.059 	626.031 	936.516 	1.000 	1.000 	1.000 	1.000 	3.238 	36.543 	1.000 	1.000 	33.638 	441.174 	6.867 	1.000 	3.174 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
